id,true_lat,true_lon,pred_lat_gpt-4.1,pred_lon_gpt-4.1
779600060_a5f8e28de5_1184_52057668@N00,-34.940336,138.585577,-34.9155,138.6073
780091415_c803d82672_1332_88971695@N00,-25.354342,131.046295,-25.344428,131.036882
864479182_d60c47e2ce_1045_25304693@N00,50.997714,5.40199,52.4425,13.5747
872841181_2ef32acf29_1371_66281185@N00,36.057694,-112.136614,36.057944,-112.143099
952602201_87da454e31_1323_19953481@N00,46.702202,12.991333,46.550278,12.147778
970273104_48060e4acd_1207_10815666@N04,-34.602578,-58.383686,-34.6037389,-58.3815704
97344248_30a4521091_32_77325609@N00,41.395354,2.169113,41.39164,2.16487
980263629_f3373fa294_1253_9729483@N02,52.504914,13.36284,52.497588,13.38886
Ankara_00003_601190107_9f05b2251e_1292_8504005@N07,39.936592,32.8553,39.9634,32.81422
Antigua_00003_483035669_21c8bdeb2d_185_61417564@N00,16.998628,-61.755861,27.085833,142.1875
Arizona_00044_527647931_821085049a_1048_7412395@N07,36.065673,-112.11713,36.0594,-112.1091
Aruba_00001_99110142_a573655582_34_50517642@N00,12.532151,-70.051435,10.410235,-75.548669
Athens_00016_516320955_2f7c0642b4_212_36764971@N00,37.971102,23.726767,37.969958,23.732236
Azerbaijan_00003_1293945458_c58bd8d7c4_1048_97522422@N00,40.094882,49.387664,40.4917,49.9292
Bahamas_00006_343059190_9c31e29446_134_39595541@N00,25.114046,-77.126255,18.4849,-77.925
Bangkok_00011_215914338_705d7ea038_92_20194767@N00,9.376241,99.94091,5.909,102.7374
Bangkok_00012_219604934_4e3ca563fc_83_82927779@N00,13.740614,100.489861,13.725591,100.477058
Barcelona_00014_144658910_7517982a97_46_49503208420@N01,41.385245,2.169284,41.387019,2.170087
Belgium_00017_276044730_dceb8cccbc_112_12814307@N00,50.657949,5.474624,51.056373,3.649987
Bolivia_00014_1347017613_651a38b69d_1376_11786349@N08,-20.457333,-66.913604,-22.4347,-67.7584
Bosnia_00004_1138531814_e3579a53d8_1067_11515930@N06,43.065376,17.71202,43.124613,17.731651
Botswana_00001_108331635_4dccd99e9d_52_73091266@N00,-19.116137,23.827285,-19.3733,23.0481
California_00119_356125022_0a5c48aa89_139_64855637@N00,36.618184,-121.901893,36.618,-121.9016
California_00122_361328855_6ace238cbf_134_41894169878@N01,33.441321,-118.492891,37.8334,-122.4877
California_00147_439592027_f8ffa59be8_188_66347119@N00,33.89441,-115.829662,33.8992,-115.8497
California_00197_718693402_4ba930995d_1150_7980350@N08,37.752614,-119.526979,37.7459,-119.5332
Cambodia_00020_401343054_b6c0b85d50_133_33463080@N00,13.372585,103.856849,13.4341,103.8898
Canada_00106_513453328_03108e034b_227_7665941@N08,49.291349,-123.127512,49.2908,-123.1233
Canada_00113_568886932_37f47747b8_1250_48264126@N00,52.202557,-117.239742,52.2207,-117.224
Chicago_00046_286428804_4fd17dde48_106_51306116@N00,41.885921,-87.622833,41.8916,-87.6079
Chicago_00080_496345089_f5d47dea91_196_69212252@N00,41.939545,-87.639586,40.787011,-73.975368
China_00073_487137127_79fefd5305_196_8159033@N04,34.272254,108.896656,34.260367,108.94821
China_00092_1004463976_03bb680078_1105_91728102@N00,28.362854,121.068735,29.3268,110.5116
Colombia_00009_487789777_0003ed5872_212_16836474@N00,-4.219137,-69.938964,30.085621,-89.900985
Colorado_00057_1199140107_b35790beec_1001_59341685@N00,39.450311,-106.470608,40.2721,-105.5942
Connecticut_00004_364162616_48c230f9e2_116_15376845@N00,41.387237,-72.984205,42.7223,-73.8687
CostaRica_00017_500118634_993d0110b5_199_78225438@N00,9.976965,-84.842176,37.936923,23.652406
Croatia_00021_473963193_d9ce489f23_222_18744817@N00,44.881174,15.616722,44.8806,15.6166
Croatia_00029_965780821_723a75feee_1096_78247883@N00,42.640107,18.110811,40.847084,14.250712
Cuba_00025_699768122_15733c7a1a_1425_8078991@N04,23.121653,-81.347064,21.062314,-86.824064
Cyprus_00009_504391595_088287d4f6_189_8255645@N03,34.937874,32.86663,34.916667,32.866667
Denmark_00009_258337247_96db5706ff_95_70402049@N00,55.684655,12.589323,50.8407,4.3556
Dominica_00002_479941913_0bf2cf5743_169_7687052@N07,15.574013,-61.455373,-22.447778,-42.989722
DominicanRepublic_00008_528391253_78e9959702_1170_37476307@N00,18.365027,-69.020611,18.445522,-64.750456
Ecuador_00016_1042198302_3e83aea565_1079_7132415@N03,-0.967437,-77.763977,-3.0829,-60.1382
Egypt_00018_389284696_a6c0fa7e22_160_36948083@N00,24.032668,32.825775,24.024639,32.884075
Finland_00036_636777751_bedf67eb53_1348_86122102@N00,60.375722,21.391754,60.1467,19.9941
Florida_00015_180339543_001a933e62_70_43935788@N00,24.938747,-80.650634,24.851322,-80.618167
France_00057_257413141_469dcde004_96_26519935@N00,47.882045,7.226428,49.3782,10.1847
France_00143_633617121_9d719c65ba_1223_7591003@N03,48.575755,7.744073,48.5782,7.7446
Germany_00063_254492987_7c8d55a3b5_99_32367657@N00,47.79858,13.0461,47.8015,13.0433
Ghana_00006_933699293_d03cb9ab9b_1129_72526577@N00,10.849491,-1.514739,14.4843,-4.1826
Greenland_00001_384853046_34ad6e1163_159_82952591@N00,60.185232,-44.217224,70.5,-26.0
Guangzhou_00003_986276060_2769109737_1375_70618949@N00,23.117311,113.353328,31.224361,121.414418
Hawaii_00072_532408762_9c4ecc305a_1200_79756109@N00,20.881077,-156.545133,20.8854,-156.5455
HongKong_00022_295401126_95d3f505b4_116_30554981@N00,31.23893,121.485099,22.2783,114.1667
HongKong_00034_393185078_8a349f2072_169_56776080@N00,22.286713,114.152584,22.2936,114.1722
HongKong_00041_504492617_7af38e0004_208_7224156@N03,22.282425,114.146447,22.2849,114.1589
Hyderabad_00003_359871435_f5abb5524b_155_36887937@N00,17.361741,78.474558,17.361563,78.474664
Iceland_00003_108349138_41786e87da_40_56945335@N00,63.794617,-17.720947,64.0482,-16.179
Illinois_00010_372417850_1818b0405b_166_41315423@N00,41.215716,-88.501578,41.4362,-81.7036
India_00024_229287479_474ac2fb6f_79_48637819@N00,34.147612,77.571716,34.1693,77.5847
India_00032_291479604_013cb872ba_122_59555137@N00,27.179676,78.044042,27.175015,78.042155
Ireland_00007_91942412_95795b8eb9_41_11398209@N00,53.360182,-6.188049,53.3402,-6.1971
Ireland_00028_249916505_59bfd4d0d3_81_92123108@N00,52.141284,-10.279426,58.439,-3.091
Israel_00028_511241861_3efa314a4b_219_62126383@N00,31.776938,35.23545,31.776111,35.235833
Istanbul_00021_475022521_99f3da9240_170_69445076@N00,41.071069,28.948974,41.013056,28.984444
Italy_00021_160108325_a88a1ef93b_53_80333007@N00,42.001664,12.62947,43.8061,11.2936
Italy_00100_453717251_4f9e5ec1b7_186_79039156@N00,44.30226,9.212894,44.3031,9.2092
Italy_00134_844603727_96b5c1d9bc_1229_76306992@N00,43.348151,11.510925,43.057001,11.604429
Japan_00056_261461022_a16eeca101_114_60558526@N00,34.967491,137.168941,34.6828,135.8489
Japan_00108_482880218_7f3a0383bc_175_8047699@N05,35.339774,139.526367,35.3167,139.5352
Kenya_00017_1061753413_0861543f7e_1267_17351226@N00,-1.293015,36.815357,-1.373333,36.858889
Lahore_00001_321085080_28863df64f_130_82503882@N00,31.58895,74.311378,31.5889,74.3097
Libya_00002_579471142_2e1919f8df_1017_9076790@N05,29.536424,21.033325,30.0561,31.2272
London_00020_82418356_e130a8793a_42_69567805@N00,51.522629,-0.099563,51.5033,-0.1196
London_00044_152057337_45584126c5_48_90672364@N00,51.47879,-0.291255,51.507268,-0.16573
London_00124_307812265_70c28bf023_112_30571787@N00,51.51604,-0.129046,51.5185,-0.0888
London_00163_383132699_73d5a3db68_139_96387799@N00,51.508648,-0.094285,51.5101,-0.0982
London_00173_399097890_cca3d6eb5c_47_89904893@N00,51.510204,-0.085991,51.5144636,-0.0802773
LosAngeles_00017_271405228_1258990cf2_100_27274415@N00,34.101575,-118.340043,34.101558,-118.340944
LosAngeles_00023_349121428_aaa440bcc6_132_97332629@N00,33.988206,-118.47536,34.107681,-118.338867
Mali_00003_389132534_c1f2631a86_186_59398218@N00,12.653068,-7.987232,16.7704,-3.0026
Maryland_00035_1409295892_d1f7b16b3f_1421_88483799@N00,39.397543,-76.601765,41.4841,-81.6858
Massachusetts_00011_379112224_fbcf942ebd_169_57253263@N00,42.633738,-70.780902,41.410634,-75.662018
Melbourne_00004_129975593_87d37e1218_53_28026984@N00,-37.829175,144.971466,-33.8642,151.2166
Mexico2_00027_373475154_2cddb4fa40_137_23812473@N00,20.749853,-99.94606,20.59502,-100.38673
Mississippi_00011_537212117_97f048d808_1357_22941966@N00,44.923333,-93.117333,33.741681,-84.363725
Mongolia_00002_207032483_20095af4a6_60_14542551@N00,48.973343,89.959659,39.5883,-105.6438
Montana_00013_452159720_caae190cec_196_93487964@N00,42.907186,-5.561764,35.0145,-85.3377
Montenegro_00002_279525048_069d71861c_85_36093984@N00,42.453987,18.536338,42.4523,18.5375
Morocco2_00003_369458188_1dcee11573_178_13527886@N00,31.39819,-7.635498,31.0675,-7.9181
Morocco2_00016_872564984_73ef641d65_1104_83039477@N00,34.059485,-5.005645,34.066753,-4.973345
Moscow_00007_275816584_98e230bb1e_88_87484925@N00,46.734397,-117.005081,44.983334,-93.253611
Nepal_00013_543874653_f64e9976da_1104_7729101@N03,27.712102,85.280685,28.212,83.959
Netherlands_00069_1354802467_1e48ea9c4c_1252_44067110@N00,52.34158,4.792327,52.473087,4.80705
NorthCarolina_00008_253749264_f0a5e6ab18_88_23601949@N00,35.962376,-75.635547,41.6533,-87.0524
Norway_00012_216550665_58216eae8f_76_90833046@N00,60.377302,6.720371,60.2886,5.3446
Norway_00029_447570830_5d155dd0b1_209_74196805@N00,69.635592,18.998966,69.6486,18.9787
Norway_00040_990922720_327b7613ae_1157_96928198@N00,62.147918,6.059207,60.264,5.396
Norway_00048_1457219700_4744851a83_1196_99437479@N00,78.052895,14.238967,78.6562,16.3478
Oklahoma_00005_262685303_e360a17203_90_96332550@N00,35.611045,-95.987763,32.3297,-96.6347
Oman_00001_159023565_dc1b205e99_70_67879480@N00,23.606306,58.537731,24.467167,39.610138
Pakistan_00003_408755072_963acdb313_132_14262239@N00,36.300531,74.649868,36.325,74.6444
Paris_00005_44406254_0054d193dc_27_98908999@N00,48.853717,2.347738,48.853,2.3499
Paris_00011_71800567_f579201d15_35_18684820@N00,48.866521,2.329101,48.8606,2.357
Paris_00025_129504349_cdd20e3144_1_42485416@N00,48.861326,2.346954,48.85837,2.294481
Paris_00127_433927029_bb089eecff_188_7218593@N05,48.859364,2.291142,48.8606,2.3376
Paris_00131_445353063_8c58bd82b1_179_88895879@N00,48.863133,2.336654,48.864716,2.332
Paris_00159_523650404_92319fd22a_254_51035632501@N01,48.855298,2.312461,48.870638,2.324545
Paris_00160_524943416_6cc4913ba0_249_80246871@N00,48.805012,2.121015,48.804865,2.120355
Paris_00213_1392923096_21dcd946e9_1007_13640599@N07,48.886899,2.343177,48.8867,2.3431
Peru_00016_325016580_4febe27d8f_143_32649801@N00,-13.53653,-71.998901,-13.516667,-71.978056
Philippines_00021_1354823159_b54e258230_1056_83794921@N00,13.521759,120.9696,8.009442,98.822546
Poland_00024_419395727_db46f2f484_183_93455345@N00,50.067717,19.923706,50.054444,19.935556
Poland_00039_939060542_595e7aa0f0_1297_15632944@N00,49.597095,19.93467,55.776176,37.655361
Portugal_00001_37087644_e25c1c4be1_31_41894197861@N01,38.709039,-9.136247,38.7099,-9.1366
Portugal_00028_288609860_5f01b18ba2_108_82981539@N00,38.693519,-9.205673,38.693722,-9.205556
Portugal_00031_315254130_e99b1f16b2_116_49777280@N00,41.149383,-8.610105,41.140153,-8.611353
PuertoRico_00013_1356370638_0426ac7dcb_1264_23437487@N00,18.469468,-66.119842,18.4711,-66.1248
Romania_00003_147566544_11f95abd00_45_96155869@N00,45.793262,24.150695,45.798327,24.151894
Romania_00010_407620380_c9862a7d9a_181_48313794@N00,47.550579,25.843963,47.5619,25.0836
Rome_00002_43887898_6646f63596_30_42126397@N00,41.929357,12.472229,41.890251,12.492373
Rome_00021_217560377_c0097f0084_83_84498284@N00,41.901765,12.481584,41.8956,12.4924
Rome_00024_231521295_1a0e1b7fb5_91_55085284@N00,41.890393,12.49197,41.892462,12.485324
Russia_00019_985802242_5ad0b7dbeb_1190_23707253@N00,59.94046,30.312223,59.93428,30.335099
SanFrancisco_00096_442372330_8e060f4138_176_7571568@N05,37.782383,-122.42031,37.826977,-122.422956
Seoul_00010_367998508_f0e90c701b_107_87409164@N00,37.583085,126.992683,37.579444,126.991111
Shenzhen_00003_954656461_a90fe556dc_1111_32377115@N00,22.565354,114.073448,39.9489,116.4181
SouthDakota_00001_103581976_d9b87d0c35_36_96388182@N00,43.542412,-96.699922,44.959,-93.3026
Spain_00063_379578856_a608d0b600_146_75653366@N00,43.323538,-1.98522,43.322222,-1.986944
Spain_00083_486577745_b0256c3b07_221_51162504@N00,37.389024,-5.994071,37.3861,-5.9926
SriLanka_00008_841500207_6eabfd01c6_1147_9900419@N06,6.590774,79.979095,12.3257,76.6141
Sweden_00010_187208678_92004a5c41_72_46054052@N00,58.474311,11.311798,59.0706,9.7866
Switzerland_00008_103429200_c4904154d8_38_73293249@N00,46.167286,7.099698,46.669444,8.039722
Switzerland_00014_170747608_cf4538d97b_50_97458173@N00,46.496974,7.675924,47.2667,9.4
Switzerland_00082_1222153363_9eaceb19eb_1370_47311799@N00,46.204977,6.149843,46.2074,6.1476
Switzerland_00086_1367058455_d58f03d50f_1136_9407621@N05,46.604579,7.935862,51.5607,-0.1657
Sydney_00073_1226915900_eea86783cd_1128_65768710@N00,-33.870344,151.225433,-33.8567844,151.2152967
Syria_00001_91276050_f4598af84a_27_80528961@N00,33.522792,36.309814,33.5121,36.3064
Taiwan_00044_406785882_413e3bba60_158_81421684@N00,24.514718,121.60818,32.7292,131.3231
Tanzania_00019_1292210091_693ea74b7a_1088_15274769@N00,-3.169805,35.528561,-3.161111,35.587222
Thailand_00034_327008969_eda8c71554_140_17362713@N00,12.925599,100.891571,13.8008,100.5501
Tokyo_00070_439717934_3d0fd200f1_180_97324495@N00,35.690428,139.704803,34.06541,-118.30964
Tonga_00002_479647466_2e7ea24455_169_36709487@N00,-40.884642,173.048229,-41.043889,173.049444
Tunisia_00008_903924177_8eeea96057_1429_9416923@N08,33.553412,9.966487,33.542682,9.967155
Turkey_00007_199529249_b54fd55a6e_70_85971448@N00,38.671304,34.839363,38.6431,34.8314
Turkey_00037_1105905643_007e7c4da0_1384_82622473@N00,41.100957,28.999614,41.0056,28.9762
Ukraine_00015_1337848415_599183dcd9_1178_28325468@N00,46.475736,30.765677,46.424513,30.771998
UnitedKingdom_00019_964966881_426cf82f57_1071_98545448@N00,51.682337,-1.78659,51.5048,-0.1506
Utah_00013_273721069_5a2ffa6fe3_94_79954435@N00,38.689278,-109.576805,38.6166,-109.6005
Utah_00017_311640007_f48e92f2d4_116_19269532@N00,37.218846,-112.920913,37.2982,-113.0263
Utah_00026_474986001_181d71a40d_218_53364390@N00,38.773023,-109.324779,38.6371,-109.4015
Uzbekistan_00001_280399379_3193cf1f0d_94_40084555@N00,39.667027,66.942787,39.5856,66.9988
Vermont_00002_113886360_6cb9ab47bd_41_87434398@N00,43.043237,-72.909822,44.433836,-72.733518
Vermont_00016_746636213_f837f3bf39_1209_19212858@N00,44.385208,-73.24356,42.7126,-74.922
Vietnam_00013_309555658_1206a876e1_109_40279823@N00,15.878047,108.337898,15.7741,108.1106
Virginia_00012_710310620_0900169ce4_1266_94125865@N00,36.746982,-81.537995,32.7883,-97.3486
Virginia_00055_1440634934_ac4db3526d_1135_91062007@N00,36.859948,-75.978484,36.855436,-75.977989
Washington_00077_933052351_c52eb39df8_1294_54699140@N00,38.8985,-77.0275,38.88816,-77.019868
Washington_00092_1444342752_743c6981e6_1161_39405636@N00,46.783282,-121.763534,46.852886,-121.760374
Wisconsin_00036_1174326080_46cb7b0c2b_1168_10976003@N07,43.654692,-89.821643,17.35,78.4516
Wyoming_00005_264085120_70bc6791b2_97_48947971@N00,43.838489,-110.725708,43.7417,-110.8025
america_00003_225732316_f761e65a4e_70_70484005@N00,41.746157,-73.932248,48.865633,2.328103
capri_00004_483725210_cb68b00ed5_174_40425693@N00,40.557373,14.266262,40.548204,14.242922
england_00041_251424233_428738c274_111_11114422@N00,51.243139,-0.359823,51.5607,-0.1657
england_00047_273334374_b9447e5806_94_57749403@N00,53.229056,-0.547943,51.7541,-1.2533
england_00090_496632589_c83b7bb9e9_226_91548597@N00,53.190613,-2.894822,53.4775,-2.2501
florence_00012_313147389_c46824aa79_106_90168643@N00,43.76725,11.272659,43.7731,11.2556
florence_00014_353015358_1e186608c3_153_37507546@N00,43.765639,11.270256,43.767913,11.253137
galapagos_00007_1030772840_1430e92543_1026_7132415@N03,-0.393444,-90.281352,-0.7558,-90.3534
nikko_00002_313984117_ffde0f168d_117_25159586@N00,36.753576,139.604473,36.757,139.5983
nyc_00037_195999660_2dba8fdba9_60_40829484@N00,40.455307,-75.300292,35.4634,-97.5151
nyc_00042_220554146_bf077ea42f_66_20871343@N00,40.763874,-73.973243,40.763641,-73.972969
nyc_00138_1022905709_ffa667da68_1040_70323761@N00,40.807304,-73.961393,40.8065,-73.9626
orlando_00010_295896083_bb881f9d62_110_29251780@N00,29.188135,-81.226387,33.5021,-82.021
pompei_00003_876663807_361e72721c_1145_78841376@N00,40.747586,14.484207,40.7497,14.4869
scotland_00043_270016034_22faac0537_95_50994135@N00,56.034122,-4.983844,56.1016,-4.6366
scotland_00053_331995269_96230f644d_165_77235581@N00,58.202872,-6.379451,57.4136,-6.1936
seattle_00064_443151803_90c945e87c_191_74223826@N00,47.645127,-122.336257,47.6456,-122.3344
venice_00002_69431815_c01190b915_35_39303693@N00,45.433515,12.346229,45.4342,12.3417
venice_00016_265350847_0252df858c_118_44972214@N00,32.845269,-117.273988,32.8506,-117.2726
venice_00026_383980273_f31c681f5d_165_35271748@N00,45.433703,12.339298,45.434121,12.327595
wales_00004_130253713_3ded2d4456_56_66516604@N00,53.121229,-3.999366,53.1097,-4.0086
wales_00019_442821205_59d2f2ee89_168_96019796@N00,51.644335,-2.677059,51.576,-3.2195
